,building_id,age,area_percentage,height_percentage,land_surface_condition,foundation_type,position,plan_configuration,has_superstructure_adobe_mud,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_other,damage_grade
2570,858864,15,10,5,t,r,s,d,0,0,0,0,0,0,0,2
2571,695912,5,7,5,t,r,s,d,0,0,0,0,0,0,0,2
2572,755425,15,2,4,t,r,s,d,1,0,0,0,0,1,0,3
2573,456349,15,7,5,t,r,s,d,0,0,0,0,0,0,0,2
2574,519440,60,8,4,t,r,s,d,0,0,0,0,0,0,0,2
2575,205434,0,12,3,n,i,s,d,0,0,0,0,0,0,0,1
2576,561104,0,7,5,t,r,s,d,0,0,0,0,1,0,0,2
2577,41004,0,19,13,t,i,t,d,0,0,0,0,0,0,0,1
2578,114465,35,7,5,t,r,s,d,0,0,0,0,0,0,0,2
2579,794767,0,11,3,t,u,s,d,0,0,0,0,0,0,0,1
2580,148063,25,5,5,t,r,s,d,0,0,0,0,0,0,0,2
2581,170127,20,6,7,n,r,t,d,0,0,0,0,0,0,0,3
2582,99989,5,3,5,t,r,s,d,1,0,0,0,0,0,0,3
2583,402122,110,8,6,n,r,s,d,0,0,0,0,0,0,0,2
2584,286193,30,5,5,t,r,s,d,0,0,0,0,0,0,0,3
2585,797634,25,5,4,t,r,s,d,0,0,0,0,0,0,0,3
2586,620974,25,8,6,t,r,s,d,0,0,0,0,0,0,0,3
2587,495773,15,6,6,t,u,s,d,0,0,0,0,0,0,0,2
2588,537689,0,8,5,t,r,s,d,0,0,0,0,0,0,0,2
2589,287212,20,6,5,o,r,s,d,0,0,0,0,0,0,0,2
2590,98933,50,19,5,t,r,s,d,0,0,0,0,1,0,0,3
2591,423731,10,6,3,t,u,s,d,0,0,0,0,0,0,0,1
2592,804378,15,7,5,t,r,s,d,0,0,0,0,0,0,0,3
2593,13404,0,3,4,t,r,s,d,0,0,0,0,0,0,0,3
2594,336496,20,6,7,t,r,t,d,0,1,0,0,0,0,0,3
2595,650881,30,6,7,n,r,s,d,0,0,0,0,0,0,0,2
2596,147250,25,6,6,t,w,s,d,0,0,0,0,1,1,0,2
2597,77934,5,5,3,t,r,s,d,0,0,0,0,0,0,0,3
2598,587772,10,6,5,t,w,s,d,0,0,0,0,1,0,0,2
2599,400957,65,10,5,t,r,s,d,0,0,0,0,0,0,0,3
2600,691673,10,11,5,t,r,s,d,0,0,0,0,0,0,0,3
2601,577591,5,10,7,t,r,s,d,0,0,0,0,0,0,0,2
2602,430398,15,11,4,t,r,s,d,0,0,0,0,0,0,0,3
2603,921333,10,4,6,t,r,s,d,0,0,0,0,0,0,0,2
2604,850075,15,6,5,t,r,s,d,0,0,0,0,0,0,0,2
2605,60453,15,7,6,t,r,s,d,0,0,0,0,0,0,0,3
2606,39605,5,7,4,t,r,s,d,0,0,0,0,0,0,0,3
2607,426455,20,11,7,n,r,s,d,0,0,0,0,0,0,0,2
2608,361192,10,11,8,t,r,s,d,0,0,0,0,0,0,0,2
2609,544634,10,7,5,n,r,s,d,0,0,0,0,1,0,0,2
2610,90153,25,10,7,n,r,t,d,0,0,0,0,0,0,0,3
2611,365440,15,8,5,t,r,s,d,0,0,0,0,0,0,0,2
2612,681650,20,7,5,t,r,s,d,0,0,0,0,1,0,0,3
2613,485179,40,5,6,t,r,s,d,0,0,0,0,0,0,0,3
2614,60437,35,20,6,t,r,s,d,0,0,0,0,0,0,0,3
2615,432204,35,11,5,t,r,t,d,0,0,0,0,0,0,0,2
2616,480828,25,9,4,t,r,s,d,0,0,0,0,0,0,0,1
2617,563947,10,9,3,n,r,s,d,0,1,0,0,0,0,0,3
2618,141949,0,7,3,o,w,s,d,0,0,0,0,0,0,0,1
2619,312188,10,9,7,t,r,s,d,0,0,0,0,0,0,0,3
2620,716889,30,9,5,t,r,s,d,0,0,0,0,0,0,0,2
2621,53301,20,5,5,t,r,s,d,0,0,0,0,0,0,0,3
2622,550857,5,8,3,t,r,s,d,0,0,0,0,0,0,0,3
2623,399213,20,7,5,t,r,s,d,1,0,0,0,0,0,0,3
2624,682093,25,7,7,t,r,s,d,0,0,0,0,0,0,0,2
2625,19496,30,7,5,t,r,s,d,0,0,0,0,0,0,0,3
2626,776253,5,7,5,t,w,s,d,0,0,0,0,1,0,0,1
2627,410240,5,3,6,t,r,t,d,0,0,0,1,0,0,0,3
2628,256350,10,12,7,t,r,s,d,0,0,1,0,0,0,0,2
2629,425033,5,15,4,t,r,s,d,0,0,0,0,0,0,0,1
2630,560063,20,7,7,n,r,s,d,1,0,0,0,0,0,0,3
2631,209728,35,6,2,t,r,s,d,0,0,0,0,0,0,0,2
2632,638308,30,5,5,t,r,s,d,0,0,0,0,0,0,0,3
2633,766357,50,8,6,t,r,s,d,0,0,0,0,0,0,0,3
2634,871700,20,6,5,t,r,s,d,0,0,0,0,1,0,0,3
2635,505672,20,8,6,n,r,s,d,0,0,0,0,0,0,0,2
2636,500606,80,12,8,t,r,j,d,0,0,0,0,0,0,0,3
2637,322176,20,10,5,t,r,s,d,0,0,0,0,1,0,0,2
2638,724994,10,9,6,t,r,s,d,0,0,0,0,0,0,0,3
2639,778062,0,5,4,t,r,s,d,0,0,0,0,0,0,0,2
2640,1019785,30,7,5,t,r,t,d,1,0,0,0,0,0,0,2
2641,520048,5,3,5,t,r,t,d,0,0,0,0,1,0,0,2
2642,818059,25,5,10,t,r,j,d,1,0,0,1,0,0,0,2
2643,404461,15,14,6,t,r,s,d,0,0,0,0,0,0,0,2
2644,824504,0,12,2,n,w,s,u,0,0,0,0,1,0,0,1
2645,521998,15,5,6,t,r,s,d,0,0,0,0,0,0,0,2
2646,829614,15,9,6,t,r,s,d,0,0,0,0,0,0,0,3
2647,492665,20,4,6,t,r,s,d,0,0,0,0,0,0,0,3
2648,400412,15,6,5,t,r,s,d,0,0,0,0,1,0,0,2
2649,641594,35,6,6,t,r,s,d,0,0,0,0,1,1,0,2
2650,57916,10,9,7,n,u,t,d,0,0,0,0,0,0,0,1
2651,101438,20,6,5,t,h,s,d,1,0,0,0,0,0,0,2
2652,140311,5,10,5,t,w,s,n,0,0,0,0,1,0,0,1
2653,137950,30,8,6,t,r,s,d,0,0,0,0,1,1,0,2
2654,281327,10,2,5,t,r,s,d,0,0,0,0,0,0,0,3
2655,688628,0,8,5,t,r,s,d,0,0,0,0,0,0,0,2
2656,629295,10,4,5,t,r,s,d,0,0,0,0,1,1,0,2
2657,453218,10,6,4,n,w,s,d,0,0,0,0,1,0,0,1
2658,922514,10,7,7,t,r,s,d,0,0,0,0,0,0,0,2
2659,196591,25,6,4,t,r,s,d,1,0,0,0,0,0,0,2
2660,972255,25,6,5,t,r,s,d,0,0,0,0,1,0,0,3
2661,126598,10,15,7,t,r,s,d,0,0,0,0,0,0,0,2
2662,965867,35,9,5,n,r,s,d,0,0,0,0,0,0,0,2
2663,297517,5,3,5,t,r,s,d,0,0,0,0,0,0,0,2
2664,147164,40,7,4,t,r,s,d,0,0,1,0,1,0,0,2
2665,87508,20,7,7,t,r,t,d,0,0,0,1,1,0,0,2
2666,969985,30,11,5,t,r,s,d,0,0,0,0,0,0,0,2
2667,968135,50,31,6,t,u,j,d,0,0,0,0,0,0,0,1
2668,713173,20,8,7,t,r,s,d,0,0,0,0,0,0,0,2
2669,520159,10,3,5,n,u,s,d,0,0,0,0,0,0,0,2
2670,345095,10,20,15,t,i,s,d,0,0,0,0,0,0,0,3
2671,519603,55,15,5,t,r,t,d,1,0,0,0,0,0,0,3
2672,237682,20,5,5,t,r,t,d,0,0,0,0,0,0,0,2
2673,454068,10,7,5,t,r,s,d,0,0,1,0,0,0,0,2
2674,616443,20,7,7,t,r,t,d,0,0,0,0,0,0,0,3
2675,987979,15,7,7,t,r,j,d,0,0,0,0,0,0,0,2
2676,1017657,20,6,5,t,r,s,d,0,0,0,0,0,0,0,3
2677,418302,15,7,4,t,r,t,d,0,0,0,0,0,0,0,3
2678,813441,10,7,4,n,r,s,d,0,0,0,0,1,1,0,2
2679,101850,25,5,6,t,r,s,d,0,0,0,0,0,0,0,3
2680,885061,15,13,4,t,r,s,d,0,0,0,0,0,0,0,2
2681,234492,40,7,5,t,r,s,d,0,0,0,0,0,0,0,3
2682,821218,10,2,2,t,w,s,d,0,0,0,0,1,0,0,2
2683,193317,10,7,5,t,r,s,d,0,0,0,0,0,0,0,2
2684,82209,15,7,7,n,r,s,d,0,0,0,0,0,0,0,2
2685,247559,35,6,4,t,r,s,d,0,0,0,0,0,0,0,3
2686,74068,30,11,5,t,r,s,d,0,0,0,0,0,0,0,2
2687,562702,25,10,4,t,r,s,d,0,0,0,0,0,0,0,2
2688,221038,50,10,5,t,r,s,d,0,0,0,0,0,0,0,2
2689,21079,15,8,2,t,r,s,d,0,0,0,0,1,1,0,3
2690,253569,0,9,5,t,r,s,d,0,0,0,0,1,0,0,1
2691,151220,5,9,3,t,r,s,d,0,1,0,0,0,0,0,3
2692,879066,40,4,11,t,r,o,d,0,0,0,1,0,0,0,2
2693,550032,50,3,10,t,r,j,d,1,0,0,1,1,0,0,2
2694,430976,0,2,3,t,w,s,d,0,0,0,0,1,0,0,1
2695,117742,10,10,5,t,r,s,d,0,1,0,0,1,1,0,3
2696,778201,55,15,5,t,r,s,d,0,0,0,0,0,0,0,2
2697,976219,0,8,3,t,u,s,u,0,0,0,0,0,0,0,1
2698,821325,30,6,6,n,r,s,d,0,0,0,0,1,0,0,3
2699,982170,40,5,6,t,r,s,d,0,0,0,0,0,0,0,2
2700,833852,15,12,5,t,r,s,d,0,0,0,0,0,0,0,2
2701,822324,30,5,3,n,r,s,d,0,0,0,0,0,0,0,2
2702,242723,10,9,6,t,w,s,d,0,0,0,0,1,1,0,1
2703,465025,10,8,9,t,r,t,d,0,0,0,0,0,0,0,3
2704,349487,20,19,5,n,r,s,d,0,0,0,0,1,1,0,2
2705,541620,10,11,4,t,r,s,d,0,0,0,0,0,0,0,2
2706,433048,50,6,4,t,r,s,d,0,0,0,0,1,0,0,3
2707,819219,0,8,5,t,r,s,d,0,0,0,0,0,0,0,2
2708,872838,15,8,5,t,r,s,d,0,0,0,0,0,0,0,2
2709,209661,10,6,7,t,r,s,d,0,0,0,0,0,0,0,3
2710,238429,15,3,3,n,r,t,d,0,0,0,0,0,0,0,2
2711,1044843,30,8,5,t,r,s,q,0,1,0,0,1,0,0,3
2712,336192,25,6,8,t,r,s,d,0,0,0,0,0,0,0,1
2713,701205,30,8,7,t,r,t,d,1,0,0,0,0,0,0,3
2714,142450,5,5,6,t,w,s,d,0,0,0,0,1,0,0,3
2715,818904,10,9,3,n,r,t,d,0,0,0,0,0,0,0,2
2716,482500,30,10,4,t,r,s,d,0,0,0,0,0,0,0,3
2717,801193,25,6,4,t,r,s,d,0,0,0,0,0,0,0,2
2718,303669,30,6,2,t,r,t,d,0,0,0,0,0,0,0,3
2719,79168,20,6,7,t,r,t,d,0,0,0,0,1,0,0,3
2720,869547,15,6,3,n,u,s,d,0,0,1,0,0,0,0,2
2721,430434,15,11,4,t,r,s,d,0,0,0,0,0,0,0,2
2722,1032846,20,4,9,t,r,s,d,0,0,0,0,1,1,0,2
2723,993928,20,10,7,n,r,s,d,0,0,0,0,0,0,0,2
2724,817140,60,8,5,t,r,s,d,0,0,0,0,0,0,0,2
2725,419992,20,10,7,t,r,s,d,0,0,0,0,1,0,0,2
2726,331794,40,8,6,t,r,s,d,0,0,0,0,0,0,0,2
2727,65422,10,7,5,t,r,s,d,0,0,0,0,0,0,0,2
2728,887489,15,10,5,t,r,s,d,0,0,0,0,0,0,0,2
2729,1045805,30,10,6,t,r,s,d,0,0,0,0,0,0,0,3
2730,125405,0,10,3,n,u,s,d,0,0,0,0,0,0,0,2
2731,741433,45,13,4,t,r,s,d,0,0,0,0,0,0,0,2
2732,1044767,15,12,8,t,r,s,d,0,0,0,1,1,0,0,2
2733,449717,20,16,7,t,r,s,d,0,0,0,0,0,0,0,1
2734,972293,20,7,4,t,r,s,d,0,0,0,0,0,0,0,2
2735,437359,30,8,5,n,r,s,d,1,0,0,0,0,0,0,2
2736,645408,20,6,7,t,r,j,d,0,0,0,0,0,0,0,3
2737,4808,15,6,5,t,r,s,d,0,0,0,0,0,0,0,3
2738,200298,30,4,5,t,r,t,d,1,0,0,0,0,0,0,1
2739,378154,15,12,5,t,r,s,d,0,0,0,0,0,0,0,2
2740,175561,85,9,8,t,r,o,d,1,0,0,1,0,0,0,3
2741,68615,15,10,6,n,r,s,d,0,0,0,0,1,1,0,2
2742,812073,60,4,8,t,r,t,d,1,0,0,1,0,0,0,3
2743,939026,15,6,5,t,r,s,d,0,0,0,0,1,0,0,3
2744,791426,5,7,4,t,r,s,d,0,0,0,0,0,0,0,1
2745,551153,5,4,4,t,r,s,d,0,0,0,0,0,0,0,3
2746,868495,0,13,5,n,r,s,d,0,0,0,1,0,0,0,2
2747,1013960,20,7,8,n,r,t,d,0,0,0,0,0,0,0,2
2748,869718,35,5,7,n,r,s,d,0,0,0,0,1,0,0,2
2749,940516,5,5,3,t,u,s,d,0,0,0,0,0,0,0,2
2750,470936,35,6,4,o,r,s,d,0,0,0,0,0,0,0,2
2751,512283,45,8,5,t,r,j,d,0,0,0,0,0,0,0,2
2752,858212,40,14,8,t,r,t,d,1,0,0,0,0,0,0,2
2753,603755,0,12,6,n,u,s,d,0,0,0,0,0,0,0,2
2754,773421,20,14,5,t,r,s,d,0,0,0,0,0,0,0,3
2755,462735,15,6,4,t,r,s,d,0,0,0,0,0,0,0,2
2756,782204,5,19,9,t,i,j,d,0,0,0,0,0,0,0,1
2757,363670,40,7,7,t,r,s,d,0,0,0,0,0,0,0,2
2758,61579,10,5,3,t,r,t,d,0,0,0,0,0,0,0,2
2759,83928,10,8,5,t,r,s,d,0,0,0,0,0,0,0,2
2760,583194,25,10,6,t,r,s,d,0,0,0,0,0,0,0,3
2761,169180,15,3,5,t,r,s,d,0,0,0,0,0,0,0,3
2762,1005589,30,10,9,t,r,s,d,1,0,0,0,0,0,0,2
2763,793706,20,6,3,t,r,s,d,0,0,0,0,0,0,0,2
2764,911274,45,6,9,t,r,j,d,1,0,0,1,0,0,0,2
2765,356730,5,7,5,t,r,t,d,0,0,0,0,0,0,0,2
2766,363068,15,7,7,t,r,s,c,0,0,0,1,1,0,1,2
2767,82571,55,5,6,t,r,s,d,0,0,0,0,0,0,0,3
2768,964843,40,7,5,t,r,s,d,0,0,0,0,0,0,0,2
2769,485187,25,19,12,t,r,j,m,0,0,0,0,0,0,0,1
2770,168869,45,11,4,t,r,t,d,1,0,0,0,0,0,0,3
2771,517845,25,6,5,t,r,s,d,0,0,0,0,0,0,0,2
2772,722856,60,5,15,t,r,j,d,0,0,0,1,0,0,0,2
2773,599254,10,9,5,t,r,s,d,0,0,0,0,0,0,0,2
2774,714525,0,10,5,n,r,s,d,0,0,0,0,1,1,0,2
2775,694036,50,18,5,t,r,s,d,1,0,0,0,0,0,0,3
2776,585137,10,8,5,t,w,s,d,0,0,0,0,1,1,0,3
2777,1021014,35,5,6,t,r,t,d,0,0,0,0,0,0,0,3
2778,963621,15,14,3,t,w,s,d,0,0,0,0,1,0,0,2
2779,868513,50,20,4,t,r,s,d,0,0,0,0,0,0,0,2
2780,6880,10,9,7,n,r,s,d,0,0,1,0,1,0,0,2
2781,342642,5,8,5,t,r,s,d,0,0,0,0,1,1,0,3
2782,358026,5,12,5,t,r,t,d,0,0,0,0,0,0,0,3
2783,677457,10,6,5,t,r,s,d,0,0,0,0,0,0,0,2
2784,479032,5,5,5,t,r,t,d,0,0,0,0,0,0,0,2
2785,982201,20,6,6,t,r,s,d,0,0,0,0,0,0,0,3
2786,866777,15,8,5,t,r,t,d,0,0,0,0,0,0,0,3
2787,695819,0,17,4,t,r,s,d,0,0,0,0,0,0,0,1
2788,866537,5,6,4,t,r,s,d,0,0,0,0,0,0,0,3
2789,88347,10,8,5,t,r,s,d,0,0,0,0,1,0,0,2
2790,170078,20,4,4,o,r,s,d,0,0,0,0,0,0,0,2
2791,941768,25,7,6,t,r,s,d,0,0,0,0,1,1,0,2
2792,407593,5,10,7,t,r,s,d,0,0,0,0,1,0,0,2
2793,73698,30,4,3,t,r,s,d,0,0,0,0,0,0,0,2
2794,288450,0,9,3,t,u,t,d,0,0,0,0,0,0,0,1
2795,569734,5,6,7,t,r,t,d,0,1,0,0,0,0,0,3
2796,245222,15,5,6,n,r,s,d,0,0,0,0,0,0,0,2
2797,582047,75,7,7,t,r,s,d,0,0,0,0,0,0,0,2
2798,442365,30,6,6,t,r,s,d,0,0,0,0,0,0,0,3
2799,911038,30,11,6,t,r,s,d,0,0,0,0,0,0,0,3
2800,576609,15,6,5,n,r,t,d,0,0,0,0,0,0,0,3
2801,135844,30,4,5,t,r,s,d,0,0,0,0,0,0,0,2
2802,962916,15,6,6,t,r,s,d,0,0,0,0,1,1,0,2
2803,501475,20,4,5,t,r,t,d,0,0,0,0,0,0,0,3
2804,248922,10,5,5,t,r,s,d,0,0,0,0,0,0,0,3
2805,119941,15,6,5,t,r,s,d,0,0,0,1,0,0,0,2
2806,127513,20,6,7,t,r,j,d,0,0,0,0,1,0,0,2
2807,271831,25,15,3,t,r,s,d,0,0,0,0,0,0,0,3
2808,1042411,15,9,5,t,r,s,d,0,0,0,0,0,0,0,2
2809,371539,45,6,11,t,r,o,m,0,0,0,1,0,0,0,2
2810,400886,5,3,6,t,r,s,d,0,0,0,1,0,0,0,3
2811,431756,40,5,5,t,r,s,d,0,0,0,0,0,0,0,2
2812,827644,10,8,4,t,r,s,d,0,0,0,0,0,0,0,3
2813,577425,15,5,12,t,i,o,d,0,0,0,0,0,0,0,2
2814,417989,65,4,5,t,r,s,d,0,0,0,0,0,0,0,3
2815,701094,10,5,3,t,r,s,d,0,0,0,0,0,0,0,2
2816,255627,0,10,3,t,i,t,d,0,0,0,0,0,0,0,1
2817,962124,15,6,6,n,r,s,d,0,0,0,0,0,0,0,2
2818,439129,20,8,7,t,r,s,d,0,0,0,0,0,0,0,3
2819,919988,0,12,3,t,i,s,d,0,0,0,0,0,0,0,2
2820,418990,20,3,5,t,r,s,d,1,0,0,0,0,0,0,2
2821,511072,45,6,5,t,u,s,d,0,0,0,0,0,0,0,3
2822,435525,20,5,4,t,r,t,d,0,0,0,0,0,0,0,2
2823,300363,50,8,6,t,r,t,d,0,0,0,0,0,0,0,3
2824,621805,20,7,8,n,r,s,d,1,0,0,0,0,0,0,3
2825,451383,55,6,3,n,r,s,d,0,0,0,0,0,0,0,2
2826,260860,10,8,7,t,r,s,d,0,0,0,0,0,0,0,3
2827,437595,10,2,3,t,r,t,d,0,0,0,0,1,0,0,2
2828,533601,70,4,4,t,r,t,d,0,0,0,0,0,0,0,2
2829,246038,10,4,5,t,r,s,d,0,0,0,0,0,0,0,2
2830,227437,5,7,5,t,h,s,d,0,0,0,0,0,1,0,1
2831,486643,100,3,10,t,r,j,d,1,0,0,1,0,0,0,2
2832,72192,30,17,10,t,r,s,d,0,0,0,0,0,0,0,2
2833,236439,20,7,4,t,r,s,d,0,0,0,0,0,0,0,2
2834,378268,0,7,6,t,r,s,d,0,0,0,0,0,0,0,1
2835,421159,10,3,3,o,r,s,d,0,0,0,0,0,1,1,1
2836,852740,0,4,5,n,r,s,d,0,0,0,0,0,0,0,2
2837,449774,35,7,4,t,r,s,d,0,0,0,0,0,0,0,2
2838,10702,10,7,5,n,r,s,d,1,0,0,0,0,0,0,2
2839,898024,25,8,6,t,u,s,d,0,0,0,0,0,0,0,3
2840,407539,5,10,7,t,r,s,d,0,0,0,0,0,0,0,2
2841,827192,25,5,5,t,r,t,d,0,0,0,0,0,0,0,3
2842,285457,10,3,5,t,r,s,d,0,0,0,1,0,0,0,1
2843,443923,20,7,8,t,u,t,d,1,0,0,0,1,0,0,2
2844,798660,15,7,7,t,r,s,d,0,0,0,0,0,0,0,2
2845,707839,70,6,5,t,r,s,d,0,0,0,0,0,0,0,2
2846,700887,5,8,5,t,r,s,d,0,0,0,0,0,0,0,3
2847,971822,30,6,6,t,r,t,d,0,0,0,0,0,0,0,3
2848,872786,20,6,4,t,r,s,d,0,0,0,0,0,0,0,2
2849,201101,0,17,3,n,u,s,u,0,0,0,0,0,0,1,1
2850,954774,45,8,6,t,r,j,d,1,0,0,0,0,0,0,3
2851,382719,995,6,6,t,r,s,d,1,0,0,0,0,0,0,2
2852,838240,20,13,5,t,r,s,d,0,0,0,0,1,0,0,2
2853,795933,15,11,7,t,r,t,d,0,0,0,0,0,0,0,3
2854,413696,20,3,4,t,r,t,d,1,0,0,0,0,0,0,2
2855,767582,25,9,8,t,r,s,d,0,0,0,1,0,0,0,2
2856,988067,45,8,5,t,r,s,d,0,0,0,0,0,0,0,3
2857,189679,25,9,6,n,r,s,d,0,0,0,0,0,0,0,2
2858,270761,10,8,3,t,r,s,d,0,0,0,0,0,0,0,3
2859,98013,15,5,4,n,r,s,d,0,0,0,0,0,0,0,3
2860,499496,25,3,6,t,r,t,d,0,0,0,0,0,0,0,3
2861,345757,10,5,5,o,r,s,d,0,0,0,0,0,0,0,2
2862,415409,10,7,7,t,r,s,d,0,0,0,0,0,0,0,3
2863,774084,5,4,4,t,r,s,d,0,0,0,0,0,0,0,2
2864,643674,60,6,6,t,r,s,d,0,0,0,0,1,0,0,2
2865,281997,40,7,6,t,r,s,d,0,0,0,0,0,0,0,3
2866,111500,35,7,8,t,r,t,d,1,0,0,0,0,0,0,3
2867,570359,80,6,8,t,r,o,d,0,0,0,1,1,0,0,2
2868,371678,15,8,5,t,r,s,d,0,0,0,0,0,0,0,3
2869,637115,995,6,4,t,r,s,d,0,0,0,0,1,1,0,1
2870,110366,40,7,5,t,r,s,d,0,0,0,0,0,0,0,2
2871,140443,45,3,6,n,r,s,d,0,0,0,0,0,0,0,3
2872,717958,15,9,7,t,r,t,d,0,0,0,0,0,0,0,2
2873,946825,10,17,4,o,r,s,d,0,0,0,0,1,0,0,2
2874,592740,25,7,8,t,r,s,d,0,1,0,0,0,0,0,2
2875,981616,15,8,6,t,r,s,q,0,0,0,0,0,0,0,1
2876,727454,25,3,4,n,r,s,d,0,0,0,0,1,1,0,2
2877,493539,30,8,7,t,r,s,d,0,0,0,0,0,0,0,3
2878,158057,10,3,6,t,r,t,d,0,0,0,0,1,0,0,3
2879,15937,50,11,6,t,r,s,d,0,0,0,0,0,0,0,3
2880,813005,5,12,5,t,r,s,d,0,0,0,0,0,0,0,2
2881,911480,0,10,5,t,u,s,d,0,0,0,0,1,1,0,2
2882,326514,10,6,4,t,r,s,d,0,0,0,0,0,0,0,3
2883,127968,30,7,6,t,r,t,d,1,0,0,1,1,0,0,2
2884,1027130,10,12,5,n,w,s,d,0,0,0,0,0,0,0,1
2885,153948,20,5,5,n,w,s,d,0,0,0,0,1,1,0,2
2886,549934,15,6,5,t,r,t,d,0,0,0,0,0,0,0,2
2887,100386,5,9,3,t,u,s,d,0,0,0,0,0,0,0,2
2888,379775,15,9,6,t,r,s,d,0,0,0,0,0,0,0,2
2889,893558,35,4,5,t,r,s,d,0,0,0,0,1,1,0,2
2890,773289,995,25,11,t,r,t,d,1,0,0,1,0,0,0,2
2891,334280,0,7,4,t,w,s,d,0,0,0,0,1,0,0,2
2892,697662,35,11,8,t,r,t,d,0,0,0,1,0,0,0,3
2893,253466,50,12,5,t,r,s,d,0,0,0,0,0,0,0,2
2894,510013,15,7,6,t,r,s,d,0,0,0,0,0,0,0,2
2895,230801,20,8,2,t,r,s,d,0,0,0,0,0,0,0,2
2896,175592,15,5,6,t,r,t,d,0,0,0,0,1,0,0,3
2897,69386,25,7,3,t,r,s,d,0,0,0,0,1,1,0,2
2898,304843,15,7,5,t,r,s,d,0,0,0,0,0,0,0,2
2899,150430,995,7,7,t,r,s,d,0,0,0,0,0,0,0,3
2900,312772,40,9,7,o,r,s,d,0,0,0,0,1,0,0,3
2901,565892,30,6,4,t,r,t,d,0,0,0,0,0,0,0,2
2902,419978,10,6,5,n,u,s,d,0,1,0,0,1,0,0,3
2903,40026,15,9,5,t,r,s,d,0,0,0,0,0,0,0,2
2904,138191,10,7,3,t,r,s,d,0,0,0,0,0,0,0,2
2905,696677,15,9,9,t,r,s,d,0,0,0,0,0,0,0,3
2906,1033969,35,24,5,t,r,s,s,0,0,0,0,0,0,0,2
2907,815676,20,9,6,n,r,s,d,0,0,0,1,0,0,0,2
2908,547440,20,13,5,t,r,s,d,0,0,0,0,1,0,0,3
2909,326244,0,5,5,t,r,s,d,0,0,0,0,0,0,0,3
2910,937976,50,8,6,t,r,t,d,0,0,0,1,0,0,0,2
2911,862482,20,6,4,t,w,s,d,0,0,0,0,1,0,0,1
2912,808165,5,2,4,t,w,s,d,0,0,0,0,0,1,0,1
2913,111122,20,7,5,t,r,s,d,0,0,0,0,1,0,0,1
2914,520705,30,18,5,n,r,j,d,0,0,0,0,0,0,0,2
2915,780434,30,11,6,t,r,s,d,0,0,0,0,0,0,0,2
2916,766395,80,8,8,t,r,j,d,0,0,0,1,1,0,0,2
2917,625912,0,4,5,t,r,s,d,0,0,0,0,0,0,0,1
2918,220797,0,7,3,n,u,s,d,0,0,0,0,0,0,0,1
2919,16244,20,5,10,n,r,s,d,0,0,0,0,0,0,0,2
2920,703763,35,3,6,t,r,s,d,0,0,0,0,0,0,0,3
2921,331532,25,15,4,n,r,s,d,0,0,0,0,1,0,0,2
2922,978890,50,8,5,t,r,s,d,0,0,0,0,0,0,0,2
2923,696516,5,42,7,t,r,s,d,0,0,0,0,0,0,0,1
2924,730349,20,3,2,t,r,s,d,0,0,0,0,0,0,0,2
2925,449900,10,5,4,t,r,t,d,0,0,0,0,0,0,0,3
2926,77713,10,6,5,n,r,s,d,0,0,0,0,1,1,0,2
2927,547714,20,6,2,t,r,s,d,0,0,0,0,0,0,0,3
2928,165350,5,3,4,t,r,s,d,0,0,0,0,0,0,0,2
2929,445763,35,4,5,t,r,s,d,0,0,0,0,0,0,0,2
2930,839063,15,4,5,t,r,s,d,0,0,0,0,0,0,0,3
2931,687385,40,9,5,n,r,s,d,0,1,0,0,1,1,0,3
2932,208602,5,8,5,t,r,s,d,0,0,0,0,0,0,0,2
2933,945609,15,9,3,t,r,s,d,0,0,0,0,0,0,0,3
2934,325042,60,6,4,n,r,s,d,0,0,0,0,0,0,0,2
2935,1005199,0,7,4,t,r,s,d,0,0,0,0,1,1,0,2
2936,709040,0,7,5,t,r,s,d,0,0,0,0,1,0,0,2
2937,931761,50,20,5,t,r,s,d,0,0,0,0,0,0,0,2
2938,435144,20,3,3,t,r,s,d,0,0,0,0,0,0,0,2
2939,608161,20,9,7,t,r,t,d,0,0,0,1,0,0,0,2
2940,577710,20,12,6,t,r,t,d,0,0,0,0,0,0,0,3
2941,961380,60,5,5,n,r,s,d,0,0,0,0,0,0,0,2
2942,682929,15,8,6,t,r,s,d,0,0,0,0,0,0,0,2
2943,653130,0,11,3,t,u,s,u,0,0,0,1,0,0,0,2
2944,491168,5,5,2,t,r,s,d,0,0,0,0,0,0,0,3
2945,147528,30,6,4,t,r,s,d,0,0,0,0,0,0,0,2
2946,547552,0,3,5,t,r,s,d,0,0,0,0,0,0,0,2
2947,1015384,25,5,6,o,w,s,d,0,0,0,0,1,1,0,2
2948,405867,10,10,8,o,w,s,d,0,0,0,0,1,1,0,2
2949,746046,15,9,5,t,r,t,d,0,0,0,0,0,0,0,3
2950,691596,20,10,7,t,r,s,d,0,0,0,0,0,0,0,2
2951,761850,15,6,3,t,w,s,d,0,0,0,0,1,0,0,2
2952,476533,30,8,4,t,r,s,d,0,0,0,0,0,0,0,2
2953,261876,20,7,5,t,r,t,d,0,0,0,0,0,0,0,2
